,ticker,company_name,offer_price,price_range_higher_bound,price_range_lower_bound,first_day_trading_price,days,top_tier_dummy,positive_eps_dummy,prior_nasdaq_15day_returns,share_overhang,up_revision,sales,number_of_sentences,number_of_words,number_of_real_words,number_of_long_sentences,number_of_long_words,number_of_positive_words,number_of_negative_words,number_of_uncertain_words,pre_IPO_price_revision,post_IPO_initial_return
0,AATI,ADVANCED ANALOGIC TECHNOLOGIES INC,-0.7687154318215524,-1.6949659265352839,-1.3724948929663374,-0.610555039223634,0.11357332867738716,1.0,0.632109469258085,0.6778761460599181,0.5330162074637466,0.6097510631925684,-0.6787087757736431,0.11951687844761938,0.0928564340286278,0.13593152890245297,0.14752621350153092,0.22547717206115014,-0.08298579562891924,0.32217203423282725,0.031242243031971033,0,1
1,ABPI,ACCENTIA BIOPHARMACEUTICALS INC,-1.2217825086493364,-1.540432018558312,-1.525793011893187,-1.322782969442159,0.7777281424387349,0.0,-1.7809724023866291,-0.7088531721489709,-0.06571835478305119,-1.721321057386375,-0.9958444628335408,2.3917367053526633,2.2295096761904105,2.1968103403887937,2.259385494323437,2.112896570639615,0.24480864800676672,2.4384869707934698,2.1063981192070123,1,0
2,ACAD,ACADIA PHARMACEUTICALS INC,-1.4483160470632284,-0.3041607547425361,-0.29940806047838997,-1.4075720402582241,-0.577579648244991,1.0,-1.3679223522852815,0.40464581314892034,-0.8612917092559458,-0.7830919845474559,-1.4205171210434169,-1.7846174936316852,-1.6632356222703266,-1.6039381219162334,-1.6005678323462667,-1.3766346430112677,-0.11940740047732878,-1.942560508445708,-1.6415874938846438,1,0
3,ACHN,ACHILLION PHARMACEUTICALS INC,-0.4289151242007146,0.31397487716535183,0.31378441522900863,-0.5303907840461891,1.9926454846851027,1.0,-1.009220992986743,0.38203159555116845,-1.0278941755110398,-0.939830288870681,-1.3802232762379183,-0.8856395558842068,-0.9574547596274452,-0.8877024826345631,-1.1054429291870638,-0.5689947143172269,0.5726030916424526,-1.077859418566842,-0.5828344958361533,1,1
4,ACLI,AMERICAN COMMERCIAL LINES INC. ,1.7231534907312587,1.8593139569350716,1.8467656044975052,0.8015680285171523,-0.7935649535332341,1.0,0.05601334674831093,-1.4130074868926061,0.03674918656551639,0.08593683617478708,1.3607302431396644,0.8415306552211848,0.5899880326402803,0.5509321718135964,0.5011868586152471,0.3571575952177872,0.0991222286131285,0.9427751941192383,0.6241439219391256,0,1
5,ACOM,Ancestry.com Inc. ,0.024151952627069238,-0.14962684676556415,-0.1461099415515403,-0.2513578391852582,-0.4911855261296937,1.0,0.04514360858774914,-2.1537149775798805,0.5960570873063894,-0.11980931417738347,0.20461918730562806,0.4026595360058803,1.3362741700160865,0.745592126842462,0.42035013973211205,0.7741456018804713,-0.08298579562891924,-0.13268402177192232,0.9205947613927029,0,1
6,ACOR,ACORDA THERAPEUTICS INC,-1.6748495854771202,-0.6132285706964801,-0.6060042983320892,-1.4044888053291014,0.24316451185033305,1.0,-2.0527158564006736,-0.13824993833879276,-0.6922658461735224,-0.6340135011778543,-1.512845203184087,0.2964810394215325,0.8085281195714094,0.7504714660846104,0.9356842226120986,0.2605919515695867,0.6454463013392717,0.08953045623246607,-0.053457996811908194,1,1
7,ACRX,ACELRX PHARMACEUTICALS INC,-1.9013831238910122,-0.3041607547425361,-0.29940806047838997,-1.7390200524243817,-0.5559811177161667,0.0,-0.824435444257193,1.0552582539741933,-0.6684539414393945,0.026034662352999983,1.0910023952196688,-0.8431681572504678,-0.2587387704844926,-0.2503066932128687,-0.10508853300826641,-2.807561907980057,-0.3379370295677861,0.3836997300563274,-0.32873377630451567,1,0
8,ACTV,ACTIVE NETWORK INC,0.3639522602479071,0.9321105090732398,0.9269768909364072,0.010717350320577617,-0.3615943429567478,1.0,-0.5744314665642721,-1.2306601936651527,1.0201286874191575,0.6928830465389171,0.5040879191654029,1.1813018442910979,0.585984604323654,0.6246358751028899,0.4910822687548553,1.2218590406130374,-0.22867221502255744,0.4645524323384748,2.0428729393241025,1,1
9,ACW,ACCURIDE CORP,-0.9952489702354445,1.2411783250271837,1.2335731287901066,-2.440456697146032,-0.2320031597838019,1.0,1.5995161655480832,-1.0871413368873928,0.18656847357852266,0.6928830465389171,1.0766414675785505,-0.4821612688636851,-0.7513959492128569,-0.7508241765258753,-0.893246542118834,-0.7884620862449554,0.6090246964908622,-0.2716044652067845,0.2006427227197295,1,0
