,ticker,company_name,offer_price,price_range_higher_bound,price_range_lower_bound,first_day_trading_price,days,top_tier_dummy,positive_eps_dummy,prior_nasdaq_15day_returns,share_overhang,up_revision,sales,number_of_sentences,number_of_words,number_of_real_words,number_of_long_sentences,number_of_long_words,number_of_positive_words,number_of_negative_words,number_of_uncertain_words,pre_IPO_price_revision,post_IPO_initial_return
0,AATI,ADVANCED ANALOGIC TECHNOLOGIES INC,-0.7681816368874762,-1.6930819824357781,-1.3704565353270495,-0.5782733085949386,0.1444920577005943,1.0,0.710849556578527,0.6759404910541572,0.3622195943664377,0.5369858811993425,-0.7175178581118411,0.11974175114830006,0.09310326297606789,0.13616202659968127,0.14775379636466432,0.22583715619918746,-0.08253597289001133,0.22070169920930663,0.03157671519748364,0,1
1,ABPI,ACCENTIA BIOPHARMACEUTICALS INC,-1.2212646398774085,-1.5385209880441801,-1.5237856510169185,-1.3702248317616599,0.8139679346556922,0.0,-2.013671344864106,-0.7108030470569561,-0.23762136347895688,-1.4226083810882073,-0.8935560341806891,2.3919677805663,2.2297661300709746,2.1970481645035553,2.259614475855917,2.113294890160647,0.24525814008241806,2.951543871652919,2.1067599373597306,1,0
2,ACAD,ACADIA PHARMACEUTICALS INC,-1.4478061413723748,-0.30203303291139444,-0.29715272549796745,-1.464504810026583,-0.5521982857973937,1.0,-1.5110898193552706,0.4027073563644939,-0.8340234501490471,-0.801273614997033,-1.0221292354670712,-1.784397818675507,-1.662996703950717,-1.6037138094500067,-1.6003414072333584,-1.3763071993727491,-0.11895754099805904,-1.6144242406728009,-1.641275065933307,1,0
3,ACHN,ACHILLION PHARMACEUTICALS INC,-0.42836938464502694,0.3162109446549983,0.31616373726150804,-0.4891358270420537,2.0386189290857493,1.0,-1.0746374419397033,0.38009290687436126,-0.9330820172804961,-0.9207610700145664,-1.0141756825477497,-0.8854174269743045,-0.9572126619928821,-0.887475623952947,-1.1052161761564618,-0.5686508667008687,0.5730522530548474,-1.0464090688045296,-0.5825081158505282,1,1
4,ACLI,AMERICAN COMMERCIAL LINES INC. ,1.723774879557152,1.8618208885709804,1.8494548941601967,0.8303548559154478,-0.769914018140515,1.0,0.22149386068834534,-1.4149645823917871,-0.14473890540745926,-0.024605157383065006,3.3074302508938462,0.8417574988138329,0.5902371010050933,0.5511641448367729,0.5014146757053047,0.3575202539174288,0.09957186765022723,0.9197972953548713,0.6244862072438399,0,1
5,ACOM,Ancestry.com Inc. ,0.02471361834490546,-0.14747203851979626,-0.14382360980809858,-0.17886918862405604,-0.4651119928601452,1.0,0.20826803106969174,-2.155679668496535,0.43369065479128244,-0.22596374375424227,0.2957010445354398,0.40288518160537173,1.3365266001590401,0.7458247918811513,0.42057790328458694,0.7745167300251932,-0.08253597289001133,-0.23807978576122024,0.920940953267018,0,1
6,ACOR,ACORDA THERAPEUTICS INC,-1.674347642867341,-0.6111550216945909,-0.6038109568777053,-1.4610764516390506,0.27512149710646705,1.0,-2.3443170853304447,-0.14019396212494242,-0.7248298657785072,-0.6817861599794994,-1.037592937658644,0.29670639518396985,0.8087781723887673,0.7507041484693349,0.935912327466663,0.26095264892405184,0.6458953892709429,-0.019612411965731255,-0.05312464080913868,1,1
7,ACRX,ACELRX PHARMACEUTICALS INC,-1.900889144362307,-0.30203303291139444,-0.29715272549796745,-1.833053622771168,-0.5304267125630816,0.0,-0.8497983384225928,1.053326468747924,-0.7087224090652858,-0.08434888489183177,-0.3538714420584073,-0.8429459124057437,-0.2584935253599506,-0.2500775685912753,-0.10486111745007884,-2.807263527910972,-0.3374869496463453,0.2862419113479533,-0.3284040478306612,1,0
8,ACTV,ACTIVE NETWORK INC,0.36452587058735475,0.9344549222213911,0.9294802000209835,0.11254151953179134,-0.33448255345427247,1.0,-0.545604257193561,-1.232615419325248,0.9584689536486217,0.6325758452133694,0.863874320981981,1.181529615362319,0.5862336546543149,0.624868110142494,0.491310079152715,1.2222392622672138,-0.22822224532220217,0.3736288608661489,2.043233920354764,1,1
9,ACW,ACCURIDE CORP,-0.9947231383824424,1.2435769110045876,1.2361384314007213,-2.613005932450776,-0.2038531140483997,1.0,2.0995616665371504,-1.0890950908658243,-0.0018341851587704797,0.6325758452133694,2.3493319641229773,-0.4819380385729773,-0.7511529233498707,-0.750596831242322,-0.8930196485520775,-0.7881226962312711,0.6094738211628952,-0.3691602100385136,0.20097942721072826,1,0
